"","Tumor_1","Tumor_2","Tumor_3","Tumor_4","Tumor_5","Tumor_6","Normal_1","Normal_2","Normal_3","Normal_4","Normal_5","Normal_6"
"GENE_16758",65,428,554,516,261,478,118,90,179,118,139,18
"GENE_16759",37,36,93,17,125,176,3,24,15,11,16,54
"GENE_16760",684,339,323,1622,468,573,221,173,265,9,8,140
"GENE_16761",358,161,366,150,306,83,124,28,106,39,135,19
"GENE_16762",331,100,195,77,489,234,90,35,101,47,111,39
"GENE_16763",7,34,22,48,5,48,8,7,11,2,36,4
"GENE_16764",783,547,602,1002,355,880,98,39,27,412,74,67
"GENE_16765",1274,737,223,828,524,473,152,50,13,43,26,25
"GENE_16766",116,128,704,308,144,174,234,181,59,15,28,75
"GENE_16767",224,177,84,280,525,188,40,58,161,123,19,151
"GENE_16768",14,4,30,29,60,34,10,4,18,5,11,12
"GENE_16769",654,1498,641,687,356,901,21,24,61,46,64,52
"GENE_16770",337,234,126,180,141,35,28,24,17,37,10,40
"GENE_16771",158,111,270,229,119,522,31,12,29,20,17,46
"GENE_16772",1222,820,364,572,895,1019,197,134,181,159,191,119
"GENE_16773",719,207,365,900,319,247,70,174,150,79,115,209
"GENE_16774",657,406,535,573,1351,1120,249,214,98,240,232,133
"GENE_16775",64,16,402,295,382,541,37,1,53,106,40,17
"GENE_16776",44,6,39,15,17,59,12,6,8,4,14,7
"GENE_16777",253,568,242,406,83,70,3,130,176,170,204,80
"GENE_16778",1076,272,506,599,85,191,33,81,24,45,94,77
"GENE_16779",395,468,196,251,227,134,33,48,179,133,22,23
"GENE_16780",572,610,1237,702,838,1257,16,26,299,262,263,311
"GENE_16781",55,699,257,123,113,383,35,78,89,55,71,70
"GENE_16782",260,392,149,40,90,280,58,182,44,23,27,31
"GENE_16783",5,6,15,3,10,4,4,0,0,2,3,1
"GENE_16784",152,309,110,29,25,173,45,10,5,11,14,14
"GENE_16785",206,319,117,105,90,678,40,38,76,80,24,48
"GENE_16786",100,169,624,132,219,764,157,54,180,30,109,14
"GENE_16787",251,26,9,100,16,60,30,12,15,29,24,29
"GENE_16788",172,16,166,49,138,91,33,3,17,52,25,32
"GENE_16789",156,110,215,196,482,27,112,95,98,95,143,223
"GENE_16790",65,86,19,235,213,108,50,35,17,3,38,13
"GENE_16791",618,1150,460,27,226,218,155,84,238,188,130,128
"GENE_16792",634,251,287,624,221,548,129,47,92,49,99,46
"GENE_16793",632,112,146,592,277,584,260,219,81,74,91,63
"GENE_16794",400,248,185,51,269,207,61,36,15,20,26,46
"GENE_16795",187,118,141,16,149,365,33,58,31,12,160,20
"GENE_16796",408,685,1117,948,410,730,11,61,70,12,79,62
"GENE_16797",1486,1300,260,182,298,503,34,90,109,40,45,16
"GENE_16798",147,37,212,46,157,144,39,39,10,129,94,127
"GENE_16799",74,150,317,57,65,149,74,40,54,63,83,125
"GENE_16800",48,13,55,19,42,36,15,14,13,1,23,2
"GENE_16801",192,392,137,288,664,164,70,91,176,61,40,14
"GENE_16802",511,250,128,164,61,261,30,29,39,20,16,53
"GENE_16803",1690,1179,2734,1227,1388,1542,218,220,124,305,288,424
"GENE_16804",1057,1051,681,1747,1401,901,277,63,214,41,20,126
"GENE_16805",100,576,533,111,152,141,442,46,246,53,47,89
"GENE_16806",725,395,706,1861,448,350,41,63,268,71,91,181
"GENE_16807",14,117,18,366,113,279,28,112,67,46,27,6
"GENE_16808",485,375,653,326,136,167,34,18,51,22,20,43
"GENE_16809",327,137,350,296,297,683,68,53,84,180,111,55
"GENE_16810",53,60,1666,214,204,991,249,172,133,284,101,48
"GENE_16811",250,425,112,819,570,412,35,14,62,67,31,30
"GENE_16812",384,58,104,225,54,231,24,5,87,14,124,22
"GENE_16813",222,103,863,354,714,126,23,70,14,51,57,18
"GENE_16814",65,95,85,102,161,151,19,42,38,12,84,40
"GENE_16815",74,45,269,132,124,273,10,5,13,37,18,2
"GENE_16816",356,226,234,435,649,560,17,47,178,10,93,20
"GENE_16817",26,189,92,24,65,49,7,17,16,15,48,5
"GENE_16818",217,717,202,103,273,109,125,42,28,35,9,132
"GENE_16819",1056,1041,1089,1061,398,232,149,199,131,77,216,192
"GENE_16820",379,555,1350,222,444,635,114,44,127,95,117,129
"GENE_16821",243,250,1018,825,501,335,314,249,281,87,32,107
"GENE_16822",1117,1893,1098,355,1975,274,297,38,135,251,298,243
"GENE_16823",5,22,48,30,98,40,40,7,6,14,65,16
"GENE_16824",461,44,537,628,341,114,200,227,163,45,109,261
"GENE_16825",1124,910,162,571,143,618,217,98,67,103,111,128
"GENE_16826",1536,571,1906,1735,1063,144,149,98,230,364,203,417
"GENE_16827",132,398,57,880,255,42,15,93,118,15,201,78
"GENE_16828",1455,391,903,1906,944,1188,144,333,122,181,633,171
"GENE_16829",314,882,578,471,226,557,16,624,129,436,34,117
"GENE_16830",602,211,238,304,850,416,86,93,33,122,22,96
"GENE_16831",121,719,398,323,72,281,8,60,38,16,120,69
"GENE_16832",142,169,405,132,359,116,98,195,27,87,39,24
"GENE_16833",228,27,147,181,165,93,20,23,12,11,67,25
"GENE_16834",245,216,1180,58,1185,1374,4,64,33,76,45,106
"GENE_16835",113,213,99,397,147,101,25,29,56,41,43,15
"GENE_16836",308,761,118,477,115,740,460,316,111,371,211,213
"GENE_16837",1091,626,387,914,2091,588,47,92,82,213,92,197
"GENE_16838",108,96,65,51,70,145,30,61,16,26,33,49
"GENE_16839",954,132,189,118,489,597,158,33,210,107,84,145
"GENE_16840",449,490,427,833,95,438,73,24,114,79,127,235
"GENE_16841",47,93,26,28,106,39,54,35,28,20,46,20
"GENE_16842",158,31,469,328,348,214,93,31,26,27,11,21
"GENE_16843",59,52,174,16,64,101,18,30,36,25,6,32
"GENE_16844",285,675,448,739,237,230,46,31,51,10,3,123
"GENE_16845",67,150,67,44,229,72,28,63,105,12,39,22
"GENE_16846",86,429,119,227,105,181,84,7,8,40,31,4
"GENE_16847",952,155,333,1250,820,87,73,63,221,159,336,96
"GENE_16848",388,118,46,405,169,130,16,7,53,25,6,79
"GENE_16849",143,17,153,48,76,82,4,8,2,28,2,23
"GENE_16850",638,656,1142,509,259,1622,219,99,182,102,210,60
"GENE_16851",141,51,181,87,206,67,58,12,69,23,32,47
"GENE_16852",1204,607,228,127,704,1168,147,132,39,239,146,360
"GENE_16853",26,631,610,335,359,201,95,34,158,77,106,114
"GENE_16854",241,224,195,54,70,669,13,71,120,51,75,65
"GENE_16855",409,229,2447,199,829,630,114,79,83,69,61,174
"GENE_16856",291,1184,702,1155,365,291,71,87,134,316,362,250
"GENE_16857",528,148,418,68,311,288,57,41,15,83,10,6
"GENE_16858",541,643,1145,387,376,639,105,94,190,107,111,394
"GENE_16859",1022,248,497,265,668,660,397,146,114,234,340,179
"GENE_16860",122,505,525,360,593,325,62,30,34,25,20,133
"GENE_16861",301,302,515,1060,1519,1110,179,387,172,318,207,151
"GENE_16862",48,84,116,54,82,169,47,21,40,21,45,10
"GENE_16863",596,491,643,868,1047,150,55,167,50,90,21,34
"GENE_16864",1015,1636,181,3122,459,619,141,416,57,522,269,100
"GENE_16865",416,448,630,81,530,1596,116,136,132,54,65,71
"GENE_16866",169,168,162,49,103,195,14,19,4,35,34,3
"GENE_16867",515,1161,752,991,304,409,27,76,142,9,143,149
"GENE_16868",287,347,405,129,222,176,33,29,59,125,60,44
"GENE_16869",31,257,361,173,79,277,20,35,21,46,67,48
"GENE_16870",126,766,306,195,707,394,122,45,59,30,81,18
"GENE_16871",536,1351,1240,1698,2417,1243,409,46,105,17,47,146
"GENE_16872",89,190,611,196,165,501,92,159,188,189,118,60
"GENE_16873",772,191,834,581,245,1313,99,103,115,227,15,47
"GENE_16874",322,1153,112,109,723,361,60,109,40,248,186,199
"GENE_16875",290,431,627,2793,384,387,56,78,13,55,194,11
"GENE_16876",125,13,109,193,106,90,31,15,31,32,27,111
"GENE_16877",520,21,103,332,240,533,81,65,9,64,141,23
"GENE_16878",123,133,199,295,95,116,151,44,13,129,233,115
"GENE_16879",916,258,264,36,355,174,69,216,280,221,111,181
"GENE_16880",286,122,233,270,88,141,26,2,30,14,34,38
"GENE_16881",127,1376,72,901,915,864,76,31,195,88,121,234
"GENE_16882",79,267,119,51,149,140,20,89,80,51,20,27
"GENE_16883",989,702,93,121,573,275,163,302,316,78,59,154
"GENE_16884",127,382,34,200,156,194,36,130,23,66,89,32
"GENE_16885",48,62,92,13,36,7,30,3,2,6,14,16
"GENE_16886",557,1010,1222,1546,878,1590,248,58,234,55,106,278
"GENE_16887",330,219,172,627,1317,12,81,253,102,53,60,28
"GENE_16888",92,446,250,62,309,60,45,25,28,21,54,20
"GENE_16889",176,67,285,123,309,236,31,7,8,44,5,107
"GENE_16890",300,829,581,508,691,637,80,183,89,60,31,30
"GENE_16891",544,127,99,261,1462,727,9,112,93,99,15,64
"GENE_16892",189,212,737,423,816,358,76,24,98,89,126,42
"GENE_16893",764,162,574,1617,188,458,77,46,33,115,18,153
"GENE_16894",652,467,617,232,317,688,42,33,64,78,47,34
"GENE_16895",263,81,86,87,69,332,143,47,50,26,54,154
"GENE_16896",24,152,137,59,85,123,11,5,2,14,57,30
"GENE_16897",37,140,52,235,599,432,107,106,98,47,109,17
"GENE_16898",1530,262,503,1802,1484,451,135,180,275,50,85,81
"GENE_16899",109,469,720,267,45,132,223,84,84,79,22,47
"GENE_16900",97,69,95,41,47,81,35,46,30,19,41,27
"GENE_16901",209,195,184,186,211,586,171,63,104,36,46,117
"GENE_16902",507,1165,428,471,717,348,40,142,120,175,207,142
"GENE_16903",153,254,536,196,322,252,255,116,37,239,41,41
"GENE_16904",36,98,177,413,123,129,83,50,28,44,65,156
"GENE_16905",883,5961,589,1397,754,448,170,101,271,624,391,90
"GENE_16906",486,2286,2384,378,28,1507,64,82,159,37,105,109
"GENE_16907",184,16,109,250,121,80,9,0,12,2,28,3
"GENE_16908",286,490,47,337,289,245,328,436,55,39,109,397
"GENE_16909",1266,865,1320,1234,157,491,441,44,143,120,240,65
"GENE_16910",1536,264,427,1400,1323,2166,86,120,112,280,178,36
"GENE_16911",111,2353,510,399,1323,305,91,311,101,23,126,17
"GENE_16912",2583,694,795,315,1200,614,423,112,208,99,329,23
"GENE_16913",98,259,461,33,369,72,44,29,38,119,38,19
"GENE_16914",169,705,175,270,387,651,111,124,66,11,55,329
"GENE_16915",128,51,133,7,216,86,63,27,41,67,21,14
"GENE_16916",286,2377,1612,522,87,10,206,112,220,304,246,211
"GENE_16917",451,1155,444,1072,335,739,37,266,135,76,71,74
"GENE_16918",2266,351,588,1252,408,336,121,50,65,63,82,11
"GENE_16919",298,266,98,186,91,115,7,15,68,25,24,34
"GENE_16920",248,243,112,400,346,74,53,12,66,72,23,15
"GENE_16921",61,114,255,255,701,391,56,261,69,49,56,78
"GENE_16922",60,97,42,33,10,25,26,25,21,7,36,19
"GENE_16923",66,177,169,84,44,123,24,28,22,7,10,31
"GENE_16924",152,347,551,411,676,434,162,10,51,122,61,137
"GENE_16925",352,405,362,668,499,349,27,109,234,212,136,88
"GENE_16926",2120,121,1248,2308,1737,322,49,97,72,49,77,312
"GENE_16927",508,603,101,495,373,321,17,45,223,60,96,57
"GENE_16928",24,18,35,18,58,42,9,8,11,6,7,8
"GENE_16929",549,803,1971,438,497,479,146,38,112,67,106,42
"GENE_16930",179,561,655,529,155,734,80,141,168,283,177,83
"GENE_16931",349,914,358,1403,601,1402,24,85,88,196,282,85
"GENE_16932",120,715,116,1102,1045,1582,67,54,20,78,49,75
"GENE_16933",167,1972,608,599,1167,344,170,90,188,121,109,89
"GENE_16934",227,57,253,235,199,320,57,40,47,155,53,187
"GENE_16935",320,2458,1173,1435,810,374,98,630,104,181,327,32
"GENE_16936",1069,473,591,531,426,260,95,116,251,20,80,86
"GENE_16937",1131,600,127,1543,236,2957,127,201,141,210,258,61
"GENE_16938",325,1993,922,161,178,64,45,91,206,128,143,268
"GENE_16939",1697,418,77,883,233,20,33,310,184,145,533,74
"GENE_16940",502,136,864,460,1151,510,195,180,55,39,110,102
"GENE_16941",1169,170,254,165,233,309,53,35,44,145,30,27
"GENE_16942",94,120,69,183,23,53,24,22,18,11,14,18
"GENE_16943",152,243,373,109,56,411,59,28,60,62,33,32
"GENE_16944",39,9,157,164,29,183,18,29,11,18,116,43
"GENE_16945",702,250,479,207,578,617,326,101,48,40,45,147
"GENE_16946",357,521,2354,1735,390,1470,6,79,238,333,44,144
"GENE_16947",216,78,267,328,272,32,39,87,70,84,30,147
"GENE_16948",146,72,382,497,162,220,113,217,54,79,410,77
"GENE_16949",898,433,1498,1242,1582,97,370,72,170,111,166,96
"GENE_16950",81,210,179,319,276,489,35,56,47,30,21,34
"GENE_16951",83,80,42,14,25,53,12,9,20,8,34,2
"GENE_16952",1182,113,1127,458,452,766,198,145,349,65,228,78
"GENE_16953",590,888,192,940,243,230,97,54,21,134,131,95
"GENE_16954",440,591,25,356,498,163,393,50,66,145,26,68
"GENE_16955",247,606,459,550,384,234,9,42,82,21,100,38
"GENE_16956",135,453,35,478,52,166,72,35,64,35,31,28
"GENE_16957",731,674,2111,585,444,1295,122,62,243,197,91,79
"GENE_16958",175,1480,543,925,623,1301,79,206,210,255,248,253
"GENE_16959",1056,104,851,1983,123,1158,1306,585,470,464,580,223
"GENE_16960",44,1212,353,68,366,124,34,78,71,65,89,39
"GENE_16961",323,517,418,504,419,752,23,93,134,54,81,60
"GENE_16962",115,114,15,73,52,29,44,46,31,18,30,85
"GENE_16963",126,115,133,469,178,220,25,51,32,19,95,37
"GENE_16964",1791,116,839,543,1171,902,27,305,36,56,374,159
"GENE_16965",59,93,16,96,179,16,6,19,14,16,4,14
"GENE_16966",752,529,180,166,563,238,48,15,35,93,192,17
"GENE_16967",328,189,16,63,252,653,30,20,15,20,11,24
"GENE_16968",824,726,245,969,969,1295,73,73,8,133,80,95
"GENE_16969",126,545,567,524,54,302,134,87,207,40,43,150
"GENE_16970",530,301,546,934,936,565,349,160,68,145,120,184
"GENE_16971",361,358,385,312,149,371,67,21,131,61,34,83
"GENE_16972",238,314,151,296,83,404,59,85,63,144,10,81
"GENE_16973",1206,320,1773,632,2064,240,157,93,104,76,61,71
"GENE_16974",458,786,447,923,259,913,45,123,86,13,137,60
"GENE_16975",635,694,996,1557,298,2259,222,43,252,173,191,123
"GENE_16976",393,276,164,459,328,1034,56,84,175,62,114,82
"GENE_16977",156,30,33,37,36,229,9,25,10,149,98,280
"GENE_16978",464,98,53,496,427,711,40,11,87,168,2,34
"GENE_16979",612,1192,437,428,1779,376,84,200,57,62,182,56
"GENE_16980",439,1059,149,831,1673,451,100,118,12,43,50,112
"GENE_16981",91,205,118,171,80,117,4,16,58,22,13,4
"GENE_16982",117,89,36,384,370,663,53,79,46,230,156,201
"GENE_16983",95,407,62,504,92,376,102,16,17,25,5,39
"GENE_16984",694,670,476,991,2088,845,352,149,188,309,61,33
"GENE_16985",90,66,117,72,104,31,55,5,39,271,6,48
"GENE_16986",1231,305,994,285,177,866,120,161,83,38,64,77
"GENE_16987",718,511,143,1552,386,380,67,210,138,78,47,31
"GENE_16988",792,140,322,1182,358,1935,25,163,55,43,111,42
"GENE_16989",550,659,738,756,35,218,57,132,55,25,74,15
"GENE_16990",1761,5002,3968,394,1549,2002,119,128,474,902,176,324
"GENE_16991",128,260,418,135,25,121,1,16,32,29,26,35
"GENE_16992",225,426,239,140,117,456,124,113,48,31,18,49
"GENE_16993",220,125,155,579,492,160,110,404,171,21,366,96
"GENE_16994",149,395,48,274,82,47,11,58,5,3,16,37
"GENE_16995",449,604,113,254,75,183,19,38,45,115,14,44
"GENE_16996",24,10,7,5,4,13,0,1,3,2,3,1
"GENE_16997",136,745,51,285,158,405,10,9,87,17,15,13
"GENE_16998",595,198,793,118,455,1042,106,44,150,231,254,156
"GENE_16999",682,2033,2454,1255,2056,1777,199,257,342,379,72,190
"GENE_17000",258,1125,377,591,670,1514,56,102,98,108,189,39
"GENE_17001",152,46,105,51,109,85,7,12,58,69,51,101
"GENE_17002",271,715,854,815,1370,1048,142,28,47,77,252,233
"GENE_17003",188,56,134,299,436,104,59,55,65,55,122,18
"GENE_17004",123,395,800,98,279,1703,134,91,206,25,251,181
"GENE_17005",35,23,76,28,17,22,3,4,9,17,14,4
"GENE_17006",268,1056,1903,1019,2417,2290,240,403,367,314,317,116
"GENE_17007",1467,309,951,1243,914,248,195,239,16,120,12,187
"GENE_17008",463,305,482,508,196,323,78,74,59,68,40,65
"GENE_17009",66,134,137,84,96,57,61,62,8,44,43,29
"GENE_17010",145,45,46,86,57,47,4,23,14,12,58,8
"GENE_17011",570,1254,392,165,138,317,0,120,61,25,32,76
"GENE_17012",152,170,168,79,212,178,23,23,66,4,37,48
"GENE_17013",229,144,295,219,268,232,56,34,122,47,60,18
"GENE_17014",1639,831,92,128,96,792,84,44,156,10,59,5
"GENE_17015",25,274,388,113,963,331,109,144,212,43,333,22
"GENE_17016",2240,2206,651,774,892,811,278,119,31,189,153,139
"GENE_17017",179,184,439,860,286,835,87,83,54,142,146,4
"GENE_17018",0,0,0,0,0,0,0,0,0,0,0,0
"GENE_17019",276,1802,378,899,200,574,171,79,62,276,262,266
"GENE_17020",29,492,478,215,87,545,324,338,430,51,478,257
"GENE_17021",114,235,447,360,104,264,32,22,18,78,91,115
"GENE_17022",2076,256,537,383,676,1616,268,60,7,195,37,116
"GENE_17023",49,38,48,22,17,55,16,18,74,16,14,13
"GENE_17024",895,759,681,772,911,521,62,50,246,63,47,226
"GENE_17025",563,988,1274,1274,1102,77,159,32,123,97,62,12
"GENE_17026",434,114,692,30,164,655,143,7,45,154,19,137
"GENE_17027",551,152,233,458,141,7,84,7,115,147,41,66
"GENE_17028",190,102,26,40,127,54,32,16,24,34,41,47
"GENE_17029",62,748,217,208,688,668,96,105,39,80,298,32
"GENE_17030",43,64,95,42,86,23,22,30,12,4,63,31
"GENE_17031",164,73,49,91,194,57,24,4,19,17,10,4
"GENE_17032",122,839,2937,159,592,356,65,73,198,94,109,310
"GENE_17033",40,28,117,261,236,354,22,34,64,8,45,38
"GENE_17034",519,122,256,193,378,692,149,46,76,87,214,54
"GENE_17035",868,285,721,388,360,133,89,40,12,12,204,111
"GENE_17036",84,277,27,138,168,27,59,95,40,22,30,9
"GENE_17037",394,226,219,125,135,256,4,13,93,62,38,11
"GENE_17038",177,155,573,422,856,315,76,28,277,90,172,258
"GENE_17039",712,558,741,1169,440,255,221,22,230,350,198,65
"GENE_17040",11,34,9,9,12,7,11,15,11,6,4,0
"GENE_17041",288,361,1527,1153,691,903,121,36,429,61,94,131
"GENE_17042",380,801,40,119,286,406,33,102,35,34,92,25
"GENE_17043",69,308,210,416,452,50,87,68,44,54,92,121
"GENE_17044",132,67,39,90,192,213,15,84,45,57,43,32
"GENE_17045",112,16,90,301,72,46,109,42,167,75,182,45
"GENE_17046",555,319,275,388,938,376,168,28,27,31,82,32
"GENE_17047",250,805,248,626,15,422,54,247,65,63,75,113
"GENE_17048",476,365,446,1335,280,456,188,61,262,239,75,114
"GENE_17049",120,304,273,157,111,406,99,110,33,30,179,66
"GENE_17050",730,1313,367,784,185,1080,132,194,46,114,85,35
"GENE_17051",233,291,757,361,160,285,37,64,67,16,104,4
"GENE_17052",331,888,46,401,634,75,102,124,251,432,260,114
"GENE_17053",1250,537,1705,776,424,327,36,68,5,97,219,5
"GENE_17054",463,1589,562,258,116,1694,237,178,15,39,35,13
"GENE_17055",100,875,284,260,133,66,38,25,37,12,159,40
"GENE_17056",956,2490,1106,996,611,767,79,356,155,213,243,126
"GENE_17057",1178,324,667,1240,144,2295,165,29,82,50,185,95
"GENE_17058",8,52,47,185,43,63,0,15,19,4,9,3
"GENE_17059",1087,608,375,388,32,549,19,176,170,25,75,219
"GENE_17060",39,105,62,2,47,36,16,26,28,42,13,38
"GENE_17061",145,248,73,128,288,181,39,30,4,2,14,56
"GENE_17062",146,436,171,556,280,447,34,24,53,61,74,22
"GENE_17063",329,475,1785,271,594,888,80,58,232,56,270,65
"GENE_17064",118,290,68,31,114,27,19,4,11,51,31,26
"GENE_17065",134,495,748,264,596,530,123,5,118,44,82,199
"GENE_17066",287,234,192,193,239,184,73,9,182,24,37,22
"GENE_17067",206,696,236,673,505,174,100,123,68,160,105,101
"GENE_17068",141,25,30,73,115,77,2,16,6,34,9,18
"GENE_17069",313,208,325,711,2517,409,283,89,48,138,165,54
"GENE_17070",299,215,1073,444,1278,251,69,147,56,393,51,62
"GENE_17071",329,481,196,312,140,248,339,113,138,59,86,166
"GENE_17072",136,255,120,896,133,354,233,38,76,85,37,84
"GENE_17073",221,156,348,304,94,30,47,146,45,45,95,64
"GENE_17074",272,149,186,76,277,83,10,29,89,1,77,20
"GENE_17075",642,349,490,1130,999,1826,361,110,97,67,208,59
"GENE_17076",283,624,427,336,362,613,45,38,100,54,50,14
"GENE_17077",412,790,161,272,107,239,48,79,21,58,97,202
"GENE_17078",406,279,149,544,113,446,52,57,70,83,25,182
"GENE_17079",231,1028,195,604,109,345,329,19,66,5,57,367
"GENE_17080",179,468,273,115,206,37,144,17,123,56,131,14
"GENE_17081",451,90,135,154,190,419,181,11,45,15,15,25
"GENE_17082",209,70,63,124,82,184,46,77,76,57,100,3
"GENE_17083",290,417,351,337,879,330,121,46,200,18,237,29
"GENE_17084",576,1427,312,158,3239,1655,346,12,81,114,62,125
"GENE_17085",1716,573,705,223,589,68,141,36,322,140,29,52
"GENE_17086",985,380,1119,1006,892,2984,57,167,107,370,216,44
"GENE_17087",53,66,255,119,163,179,31,9,16,7,47,14
"GENE_17088",976,129,751,1022,1070,1246,97,29,14,27,156,22
"GENE_17089",186,303,740,240,275,35,182,118,181,177,16,77
"GENE_17090",51,47,263,453,786,201,17,123,118,207,80,17
"GENE_17091",538,1432,2164,1623,809,783,39,20,121,603,262,309
"GENE_17092",341,641,835,214,2326,459,135,61,49,423,138,82
"GENE_17093",87,45,54,36,28,102,10,35,14,27,9,32
"GENE_17094",452,848,58,1806,818,1356,124,51,123,47,181,15
"GENE_17095",31,28,20,34,90,63,3,5,11,8,10,27
"GENE_17096",410,394,136,673,1126,399,169,132,155,103,9,13
"GENE_17097",402,404,115,1316,2451,492,159,393,112,244,75,118
"GENE_17098",287,297,71,460,611,270,71,27,35,30,10,2
"GENE_17099",126,303,132,154,46,253,11,31,25,49,24,14
"GENE_17100",347,171,919,316,89,314,57,46,36,62,72,23
"GENE_17101",369,312,182,309,41,79,124,97,114,231,70,280
"GENE_17102",323,178,71,140,116,49,15,9,62,33,38,19
"GENE_17103",543,1439,294,182,805,267,129,64,30,85,98,34
"GENE_17104",582,620,841,319,226,271,106,46,58,69,28,141
"GENE_17105",553,311,429,583,382,708,103,71,96,180,44,42
"GENE_17106",67,325,55,84,280,490,93,18,12,81,34,29
"GENE_17107",455,544,1129,523,427,531,393,135,469,72,86,299
"GENE_17108",32,185,166,139,197,103,20,19,37,37,36,77
"GENE_17109",1286,1495,1073,1577,839,967,270,26,363,239,100,335
"GENE_17110",361,857,1442,448,512,602,334,69,84,249,195,830
"GENE_17111",64,15,133,74,20,37,39,2,4,8,6,23
"GENE_17112",1653,542,364,174,1970,620,522,89,293,192,238,124
"GENE_17113",349,167,37,100,292,219,49,23,16,83,37,6
"GENE_17114",253,7,242,173,188,173,13,54,50,53,48,2
"GENE_17115",229,194,349,451,217,189,54,27,61,34,218,31
"GENE_17116",178,39,334,79,34,287,52,48,113,80,46,227
"GENE_17117",80,555,193,57,291,165,29,29,45,2,47,52
"GENE_17118",0,3,7,4,3,7,2,10,2,2,3,2
"GENE_17119",846,541,323,234,1166,254,38,140,19,75,238,200
"GENE_17120",111,144,494,718,760,354,49,101,220,157,108,234
"GENE_17121",71,606,107,1066,1427,262,26,31,74,70,5,39
"GENE_17122",1527,266,617,881,803,130,25,108,388,137,111,34
"GENE_17123",257,174,359,603,121,62,50,180,99,90,21,33
"GENE_17124",536,643,838,202,458,278,35,168,31,117,150,114
"GENE_17125",556,110,141,68,406,706,43,178,161,139,45,15
"GENE_17126",551,18,462,119,365,70,179,674,67,339,198,136
"GENE_17127",348,242,476,417,67,435,50,133,134,106,188,113
"GENE_17128",918,268,133,476,762,475,190,12,66,634,50,69
"GENE_17129",406,1066,148,426,759,87,25,60,160,235,635,180
"GENE_17130",951,807,729,1983,1536,515,184,72,68,182,161,166
"GENE_17131",51,17,63,100,14,56,66,27,3,100,4,31
"GENE_17132",687,869,529,188,249,651,182,126,149,26,61,195
"GENE_17133",104,332,248,1346,859,1234,110,36,83,101,133,152
"GENE_17134",122,182,536,166,134,127,47,103,33,151,72,144
"GENE_17135",252,355,1354,335,331,705,276,267,151,91,87,68
"GENE_17136",337,624,136,814,624,627,275,86,148,95,53,322
"GENE_17137",364,59,724,186,157,653,34,23,59,10,5,8
"GENE_17138",1407,162,329,716,790,346,106,32,75,114,48,83
"GENE_17139",361,169,349,831,310,42,94,135,377,105,26,74
"GENE_17140",170,173,61,22,58,44,14,65,32,43,16,16
"GENE_17141",90,122,205,826,651,315,161,117,156,10,91,118
"GENE_17142",181,125,99,176,16,73,5,4,85,59,63,62
"GENE_17143",1187,514,554,1143,91,530,36,42,23,136,177,61
"GENE_17144",3544,2179,416,2090,422,892,27,209,156,243,105,106
"GENE_17145",366,540,519,468,222,1344,255,77,364,65,221,210
"GENE_17146",185,173,48,134,574,106,33,43,27,16,57,39
"GENE_17147",153,945,237,1198,311,604,103,8,211,56,272,86
"GENE_17148",388,72,154,26,38,14,33,136,50,43,12,14
"GENE_17149",1406,224,985,2077,274,515,50,291,70,290,219,82
"GENE_17150",813,310,346,321,79,313,41,9,46,24,29,18
"GENE_17151",1501,122,431,423,787,646,100,101,173,431,312,144
"GENE_17152",188,176,8,369,436,248,27,55,39,17,26,30
"GENE_17153",109,1146,963,1180,1106,140,42,84,44,56,54,159
"GENE_17154",2732,839,182,969,471,421,696,404,101,328,203,192
"GENE_17155",247,187,149,152,333,150,117,71,63,9,25,58
"GENE_17156",136,250,210,972,53,38,71,30,18,143,97,49
"GENE_17157",33,86,349,191,263,147,87,28,12,76,111,47
"GENE_17158",2000,206,449,659,417,1039,332,29,367,64,214,191
"GENE_17159",283,61,247,133,202,423,115,73,67,64,31,26
"GENE_17160",163,303,659,341,377,174,52,83,64,11,97,61
"GENE_17161",773,477,274,125,56,941,92,19,36,62,81,104
"GENE_17162",271,724,248,578,218,393,176,230,87,96,158,160
"GENE_17163",61,120,593,471,381,83,12,14,19,33,106,46
"GENE_17164",97,100,52,41,67,135,30,10,27,19,13,26
"GENE_17165",171,506,371,1644,551,1032,124,79,138,211,131,258
"GENE_17166",227,210,177,229,61,40,99,36,37,37,5,18
"GENE_17167",55,108,113,173,273,453,24,74,180,79,191,110
"GENE_17168",60,30,30,71,9,31,11,32,0,8,6,5
"GENE_17169",82,29,285,120,48,27,49,45,45,30,53,16
"GENE_17170",1364,1492,927,411,259,439,240,83,266,218,92,300
"GENE_17171",391,1730,444,1192,698,596,121,399,366,86,58,86
"GENE_17172",81,259,459,186,174,357,35,14,199,28,31,22
"GENE_17173",1,12,8,15,1,10,4,16,10,11,1,11
"GENE_17174",1259,1645,449,329,1612,1124,112,89,35,266,129,198
"GENE_17175",754,41,216,1449,201,483,526,189,244,491,113,550
"GENE_17176",2087,2198,3183,2487,325,714,121,458,427,97,130,174
"GENE_17177",2945,1692,412,982,2304,500,530,475,148,104,324,39
"GENE_17178",65,268,45,118,99,147,90,21,8,48,45,19
"GENE_17179",1896,1872,1169,505,646,2096,132,54,21,95,106,17
"GENE_17180",747,1158,418,79,208,137,54,31,43,16,53,30
"GENE_17181",94,57,142,107,88,27,16,24,22,16,27,4
"GENE_17182",85,25,58,55,101,222,20,86,60,15,30,1
